Id,SalePrice,xgb_1,xgb_2,xgb_3,xgb_4,xgb_5,xgb_6,xgb_7,xgb_8,xgb_9,xgb_10,xgb_11,xgb_12,lgb_1,lgb_2,lgb_3,lgb_4,lgb_5,lgb_6,lgb_7,lgb_8,lgb_9,lgb_10,lgb_11,lgb_12,lgb_13,lgb_14,lgb_15,lgb_16,lgb_17,lgb_18,lgb_19,lgb_20,lgb_21,lgb_22,lgb_23,lgb_24,lgb_25,extra_1,ridge_raw,ridge_log,catboost,mlp,super_ensemble
758,158900.0,164035.453125,159058.046875,162271.640625,161038.765625,162914.359375,162327.96875,169457.015625,170630.78125,167596.796875,168527.9375,166740.453125,170230.34375,166118.2878736688,170717.9541420977,167960.6598083589,160474.92435796378,165180.64456097587,162984.4879277158,163070.51472330923,162956.06236756165,162547.44111008174,165110.97996656678,173489.95846230723,167146.57002116131,162105.88544990416,162543.8291258115,160479.04028431745,167926.07928017064,164632.69225183773,165525.74542097934,162324.13722237397,156616.16091043147,167419.3985311642,170672.16582578252,169597.90231728327,165540.74386907998,172755.8195270819,166305.41249613484,175933.390625,148790.484375,157259.83649520503,151752.55875198962,164346.98179869066
534,39300.0,60071.03515625,59452.2578125,60159.49609375,63178.0546875,60852.3984375,60624.2890625,55787.8828125,46459.15234375,54497.13671875,49761.69921875,54833.91015625,46294.7578125,56862.67199581108,56769.74506795954,55822.0323391553,54402.6667044086,57265.48232666332,56615.202782263834,56670.565110342206,58063.96980476587,58093.906345506715,56024.85775749292,53831.44995333742,57999.25303118858,54571.37665318997,58117.10425893567,54299.64498462238,57371.90302643467,55794.65382323964,54844.44004983976,59463.09767372132,57700.81605162476,57503.35614323275,57695.2321835306,55555.59130410312,55266.44245496723,58877.57497730395,74243.51142857142,11224.578125,39555.31640625,64081.53227942898,58463.48619745622,57606.33258841881
604,151000.0,154710.140625,156903.140625,155207.28125,155739.71875,151371.484375,154930.875,156853.03125,155240.46875,155970.65625,152905.203125,158089.59375,158615.3125,152544.5708482805,154067.60758470502,150860.3526523561,155718.97289989042,154799.35102422244,153595.73825295313,156702.61182881577,154467.94509669562,154953.03007037347,155609.92237718188,154465.69784410633,158831.50731536138,157048.31414309354,155562.0030310948,154882.85202972672,158819.80845879426,154391.75461997002,154251.70626990628,153982.42633532832,156439.0130012236,153899.27667153734,153807.9979497904,155185.04543580723,153487.46630238215,157021.42501144984,155187.90285714285,146086.109375,151228.203125,156007.971462682,159827.26167534417,158748.23504644254
466,178740.0,164965.59375,171057.328125,170474.796875,171894.28125,167855.984375,175252.359375,161274.828125,179514.25,172186.859375,174559.015625,176124.65625,178806.171875,172284.04072720453,168151.1021660287,168134.78665096997,165437.89765536878,172774.89959615067,168075.63768515302,170985.1652615127,173240.09935435568,164674.50877214095,165747.52616334666,166405.62543949208,173565.65699719303,170248.25584955205,166949.10079037328,163535.82762458833,174016.32459540298,166868.84039991273,174744.96059250072,167882.5878630988,164835.08015878056,161799.18097934846,176648.5587918392,171185.94928188695,178763.47393022533,179929.58345131573,186891.9766427541,172980.21875,171189.359375,178230.14533511858,168381.30927541357,173136.8783590645
1392,124000.0,131894.390625,137695.53125,133279.34375,132272.03125,132886.015625,128153.28125,129621.390625,129911.09375,125485.671875,131750.609375,129940.6484375,125749.15625,130934.96189358874,131429.14656999215,122014.51894651387,127986.88634393593,131317.57094969627,130552.28865748354,132062.85217771062,132824.03874373087,129423.75660942694,125322.84260748334,131712.69203922478,130570.0618735914,133091.40783580806,130441.69385626745,128579.40920266056,121327.46081566544,121112.70452868966,130078.71303387675,124608.27635964255,130441.78871512167,124599.1786736063,123413.67742425809,124627.79600103463,120960.60023947479,124193.85454661003,145107.14018677393,135457.546875,133038.5625,136528.64412452315,132837.77467876225,123901.3827784559
1245,230000.0,198338.9375,187275.390625,194980.5625,192105.625,193135.0625,195678.171875,203734.3125,199011.0,196026.4375,189266.0625,200982.625,195999.71875,199595.34629583533,206088.46662138042,188781.33282548602,194027.8202472738,198416.54154078264,197699.26678156957,205731.89518601628,198506.1668118639,203783.0138007969,198158.39425385452,189917.62456549567,207014.31473901885,211229.78575082283,201522.90973101815,193278.96064982752,207612.60418557972,194649.67128582296,198092.8232850597,204622.066967997,198213.87557693382,202968.86757422652,186468.85819532824,197058.0363081003,196057.35269526436,190366.2651811682,180789.4700424686,196613.6875,198502.25,191104.6906358423,214322.7729310474,208223.09954056938
1081,145000.0,166212.6875,171671.15625,174387.734375,169092.015625,163359.796875,174509.515625,169823.765625,170451.03125,161600.640625,158156.015625,163552.34375,165721.796875,169721.03628547993,166128.3065914515,171065.1562536584,166337.13949953832,165934.61582486928,170381.99615509575,168898.33763959236,169565.68096553074,167892.45767368033,164850.33250996997,165177.47738643523,168215.4593763739,165980.7153046959,166955.96050275426,169015.13758815016,168809.4039805305,167169.5102102179,165740.76779222715,170679.4035198749,167215.87435205208,169711.13262160993,172376.69805713987,164148.75435705538,167486.89978363825,171139.03230958647,168268.44756014223,177338.34375,169010.265625,171280.08987115818,163362.44829966754,167674.80789565254
905,125500.0,117698.6015625,120395.8125,117793.265625,120295.6171875,119398.734375,119270.4765625,118227.0078125,124558.859375,120088.734375,124799.1875,121403.3984375,122273.8359375,118036.89804710557,118287.2769272979,119815.96621240354,117673.01386256395,118806.91377937418,118718.99630752839,119480.79723880652,119453.65714634523,117958.90641559083,118499.30992960722,120537.20538123562,116912.1920778176,118765.48531575398,118544.99450150806,119840.5296762526,117472.90101396259,118749.90241508381,116555.58863740638,117207.86086903786,116883.30533928306,121405.3535878836,118923.96602146106,119596.96056303322,120665.78028536821,121363.99016926975,120996.62688943536,118113.53125,118890.6015625,119094.33970809552,125867.01759899789,119355.94309393544
61,158000.0,166966.0625,170279.15625,163677.609375,164293.3125,166898.234375,163500.21875,165535.0,162907.71875,161388.703125,162418.921875,158077.359375,158541.875,163704.2799982541,164295.7704610344,165952.7700371004,165164.15795718422,165211.67300553853,165866.97401568314,164169.39937029433,168897.8229034085,163361.09150737073,168437.20961514197,167718.37871105576,162080.25693818845,169072.7753882905,169757.46721135764,165560.40145511102,169585.46301202255,168319.10638755924,167220.5185534349,166756.68033489885,165859.48241329865,163599.32384698093,166744.39276501295,163938.16240104966,164582.12557747104,167360.27346422616,154769.40850340136,175185.8125,172200.625,163234.22558760818,162471.64067539547,167811.83621319133
93,163500.0,138189.125,137263.390625,137843.875,135847.671875,138618.5,136344.125,140326.890625,147414.53125,146590.90625,139619.796875,141114.203125,143385.421875,139738.90835589886,134904.2674331691,136879.25993746205,138620.71707541702,135566.49080688134,138731.26120023904,138675.81255309714,140262.348593996,138920.10520798923,139857.75758474012,138862.4300000711,135362.96374782163,140041.10519976125,139658.71833311522,142724.13016558287,137461.23979819255,135846.54144311955,134388.36724245126,136553.15110499237,141684.9482285906,136615.36478443403,138216.495826995,139166.65255614734,135950.45435063695,139164.94143231754,131767.99868031897,143941.59375,143789.40625,141368.65534617208,137006.51648696588,137362.11929290008
667,129000.0,189617.25,207452.484375,206734.96875,200108.921875,191017.890625,221245.671875,201932.265625,231947.90625,211959.234375,203579.90625,205300.984375,215952.421875,209856.1248359757,203172.96991445904,196833.91470168997,205905.3487735574,211023.16241405194,206428.11668419608,203302.4820571006,210074.7132840541,209523.19291399495,211450.75675658399,208321.71009334576,202716.75685746333,204440.42584562945,200360.96008109243,198380.19682310315,214962.07185703664,206814.3307640452,200944.38242435365,209919.79831134417,197417.14520099494,211219.3003871283,204425.89053248646,203358.2117024131,207716.73807454391,203998.554084588,207156.79047619048,186691.9375,176469.96875,183567.50586020658,207530.9039846701,212638.38235273608
728,194500.0,186436.59375,185132.734375,188096.421875,186280.734375,189826.046875,189170.578125,187528.640625,191836.828125,191781.859375,191588.71875,190105.671875,193379.234375,191434.66089096048,186594.06555818723,188947.9281798435,184860.88630168283,190260.0945428204,185503.66034696455,188606.19785503548,193557.80839670406,186046.67162345594,189415.30492763335,190264.72923676198,190656.16648486603,188758.58193828876,185640.2162136175,185112.94562791407,197269.02825122527,187752.90932514713,190017.0940269142,188082.93250437017,187856.2520201791,190152.0189849341,189591.86949767888,189244.4060042345,194077.22097194532,192855.27975110902,197074.38651937744,202733.140625,196488.078125,192137.67084527816,190372.419978352,195638.28754638723
195,127000.0,119804.453125,116352.1015625,119056.484375,117880.6953125,122295.75,119524.515625,119341.4765625,124009.203125,121773.2421875,121379.15625,122785.3359375,125486.9140625,122868.48843043354,121006.94432358604,123067.82521678261,122777.54873740824,122916.31307754808,120990.53505033319,123440.95104879414,124031.45632219812,121479.13970676555,122056.3402876866,121143.59594520318,126806.92826049057,121218.46244616016,119725.54246403516,120438.50044464567,121997.3054758801,122164.68569050953,123523.73760187614,121930.12697616167,120664.27152172584,122178.58972357934,121302.02832696968,123222.86622377997,124173.5584498121,120562.51817431656,121243.2984604989,125471.59375,123201.9296875,125655.5539690447,123603.23940886199,122478.03716278721
281,228500.0,204017.40625,207871.546875,205910.328125,202267.234375,208882.0625,205995.953125,205844.359375,209113.6875,211196.90625,212387.890625,213395.875,214029.875,211580.03343658536,209707.09516886246,212385.4000173823,204753.08461455602,206413.03240358533,210309.63220260263,212503.02054322598,207659.36207450402,209634.75752715737,209292.68681133294,208966.50243230266,211265.53787905295,209106.69678883732,208166.7418902128,214261.92569899204,213063.38565018144,208038.08700075012,209213.64104559674,211902.76692895347,209055.42763930027,214472.01536041943,207695.32222464334,217157.514198229,211300.18202620352,212762.26642345733,222487.07707482993,238124.390625,230898.78125,214349.55159006853,205586.8771641673,211475.82645762598
360,280000.0,275739.625,274951.59375,267911.5625,275093.21875,270912.75,272587.71875,284338.5,279185.5,274484.21875,273029.75,278623.96875,273822.375,275506.4489552498,272037.2626948822,271423.7908028736,266812.2188571344,268601.8134541106,279081.72236912453,273196.24223903206,277620.284247956,273341.6123844089,264708.59536895755,269385.6398906653,271844.72081223945,267553.1171642139,274619.52233641065,266795.3378613991,284654.72882050346,284598.14617564174,276231.97163613647,275639.5589843298,271535.27985872625,273732.9454045196,280226.9063917773,277181.60375723545,272828.5814174954,269163.86179973825,262113.21998746868,288866.375,297423.8125,268762.0148532445,282122.568970607,283371.5415371251
520,234000.0,257829.140625,250540.84375,245971.109375,252485.40625,260739.28125,252012.453125,248700.90625,257940.734375,254191.21875,255565.546875,256134.453125,258003.015625,265024.355046117,266025.1561546476,264239.4081038203,257872.387672287,268349.8278111903,265542.1389523859,261772.27640422244,268700.20706660865,260888.716678885,265935.6749709123,270709.3311313271,271789.1401215121,251431.02690726687,245424.1677075634,255621.12982526567,268448.15052033775,265124.2280633957,269112.1903122606,256915.53936063763,249291.63537389413,264935.10469158896,261022.09648634124,269956.57478904235,268002.17435996723,270426.2549645681,227385.2009447862,229528.90625,237780.28125,235894.55763593345,234642.58640170965,261008.31478417656
1456,175000.0,171473.171875,173288.90625,173534.171875,174334.03125,172942.046875,174871.203125,170360.53125,171576.6875,175301.90625,173533.5,172464.90625,172058.265625,170375.49165161088,171982.93323606672,173864.95290862833,172383.00332498967,169675.75602985776,170907.3900064453,173194.75160857986,171744.6800018619,172650.97782904093,171356.85492515625,171689.43745380905,168931.33121159457,172045.23601430614,172377.90472870006,173131.52200145606,171297.96704741762,172438.47811511334,174200.05293271507,172716.90758224836,174784.62687897153,175430.56177853615,172723.55623803093,171976.3394359999,170712.60676418757,172488.70443471745,175934.66437115628,177561.703125,179655.09375,175735.83355979482,175947.9893649057,172292.29588240132
924,193000.0,185766.421875,188664.671875,186937.78125,190325.640625,186061.640625,189415.375,188891.515625,185781.15625,190453.09375,189510.296875,187804.578125,191245.796875,183165.9765218874,181988.57869569323,179727.2492495219,182299.99972015436,176436.87385476788,180428.51449960392,183220.08915482752,186604.18469160824,183144.95517036866,181451.05423834978,179802.245719127,181427.44616991037,182669.1130282624,182374.74571302294,184428.33166386624,185392.0796844783,176290.2657318246,180723.82643262387,183249.13141434375,190423.2878276073,179702.3434493852,178126.97184220955,179165.78513639985,174863.55222920352,183482.43127042794,197431.1727541611,175160.3125,175105.171875,196151.1963344749,185639.88410186657,185146.2170068954
183,120000.0,120375.375,119124.6328125,121957.640625,119464.2265625,118839.25,117843.828125,124506.765625,124113.140625,121672.984375,124176.46875,121830.7265625,117423.71875,117778.16472485455,120262.26444983087,113576.52897974978,118590.83622344845,118184.0540574634,118610.81453570281,119705.19107311167,113954.89613390034,120534.03659980709,115415.22766660203,113981.2511358904,116918.07455283254,121086.05945370023,121285.35471201656,118702.7653809977,116212.48670712224,114891.74087259288,119174.47068472453,117387.16744742628,117242.70286842606,123866.16714834391,116979.26232025368,113708.2011033369,118030.69718874166,116093.64672763017,130999.63149425287,135847.921875,135726.328125,127607.26421725823,128767.73905859166,119037.49602115246
988,395192.0,420482.53125,401780.875,408595.59375,408998.3125,408094.0,407326.0625,414867.40625,421599.65625,429907.03125,441138.4375,429042.625,430687.0,403923.51507117855,407211.28094311536,415110.8091631037,395477.4442077675,403466.19196240284,399011.8889829715,400692.43876955454,411675.9164898745,411846.3452036878,413164.35911631695,399124.3923461269,387076.5284763146,425214.67720227793,407930.0520972441,429195.1051574537,415516.5916595447,419395.08420177223,406426.71593495813,419539.49758001015,404459.6306205708,415734.4639378333,430533.02011054836,422961.3796561234,404760.040068649,406605.8977489017,376811.5685714286,365388.9375,368978.28125,400088.8813585633,379583.3062507503,407452.6482906282
111,136900.0,135521.71875,144129.75,151995.96875,139111.140625,139347.765625,150885.625,143629.59375,139549.0625,142527.109375,136235.5,138521.359375,132191.03125,140291.95881362737,140103.08110209025,145771.1231918837,148478.26324236597,146269.31630584583,143272.15418661284,141168.34410361605,141359.18920257784,142390.65943247062,145392.12662807398,145914.45508518102,139500.88959793278,135870.41496965534,133342.0003171616,138309.63324370698,145064.32138804928,140970.8742524963,136764.09367764878,149610.85822859974,137681.72647336312,140268.86772265082,143389.47088727925,144360.16623215438,141828.13484565433,143875.55297481807,151645.1016448773,144485.75,139599.15625,135722.2334083689,140436.4548900581,143830.88508840316
43,144000.0,147483.0,145454.109375,145685.953125,149446.21875,146797.375,143235.234375,150559.765625,148123.703125,152826.625,151427.484375,146270.96875,149159.53125,146923.6577209747,141239.35869071283,147019.31444377682,146616.15668294203,146006.6123258329,146670.03303470393,146186.41297185468,143883.00192007617,146036.77920474298,148691.63706775557,141817.59204454784,149238.4630640865,145309.88971413235,150188.5056909941,144859.32448025138,143004.11218158386,147188.83582409457,142633.84693975648,145608.59353006716,148136.17842176298,146847.42681527193,147212.44853226063,148055.3755740191,143712.64236254172,142882.31805547242,139472.92990702763,137227.0,142854.484375,150226.67866792224,142252.5942331594,142992.96018446828
1237,175500.0,172837.5,173944.421875,173973.28125,174744.671875,168900.375,171328.171875,175833.28125,167538.078125,170797.828125,171638.328125,170215.734375,169300.40625,170046.97523473235,165732.1902096518,167888.40793836242,170588.06781639028,173063.36562951078,168058.7308413047,171263.36462719686,172957.89644437653,172482.38551584282,168794.83641461594,168126.2032803352,170774.39575082334,172733.619602489,172928.01255084598,172322.42463396568,173423.69859033226,169398.09019339248,170117.084175283,171628.46022017315,171656.45861855283,166035.9251462944,170427.8494574593,172816.57745657547,170128.61781092454,172351.019921474,174793.96604468147,187647.734375,174917.234375,175037.07883116545,167733.64492590947,172139.4399229103
205,110000.0,114534.890625,116481.78125,118169.0703125,112652.65625,117015.4375,120746.40625,114975.6015625,115627.28125,115236.75,114061.8828125,110382.5390625,118451.1171875,124202.0335062789,120428.49783294565,121354.31533365553,118742.57093040762,124073.54694974954,119850.42524523454,118082.73670733602,120376.41363641653,121189.70539337886,124068.31175708405,120207.69588070024,120657.0517947295,119533.87536331225,118716.06950606946,119082.62635699824,126080.03458637367,122388.54555050038,121124.73351650134,124255.14019645251,118514.88470408003,124775.90321606299,125099.61982257909,119399.18589384084,123979.70986751803,122948.04471929357,120931.68827500075,115179.4375,119744.7109375,107004.35247695365,117858.91148434737,124010.95672865554
984,255900.0,258075.15625,259331.9375,254848.421875,260044.203125,268839.34375,256142.984375,254667.65625,258893.859375,260899.375,250570.171875,246874.75,258034.1875,258935.43022633027,250439.7028035937,260873.73651066975,258065.90793113908,253670.80835902446,257752.45134952426,250804.60631441014,253245.14191877755,257569.57911089296,253190.32136877353,254314.86407941618,257729.25421594438,258191.6855039414,253268.3347927327,259811.55210451345,262357.4193870278,254940.37668591022,257358.83857769222,257453.35948661293,254436.11735024038,260579.7339701254,260589.59293102555,249629.462870286,256717.00742427426,254618.97026004363,263931.2933049887,255055.71875,251922.09375,255566.1520694032,246655.8258929564,258791.67210951014
53,110000.0,114349.78125,106881.3515625,108942.859375,113514.7734375,109076.453125,114837.859375,114187.734375,110903.96875,109344.3125,107295.59375,116997.125,104613.265625,112381.43850125141,119688.92880986418,111116.57256751256,110397.34920563457,114260.14675581519,109957.17276242952,112780.60146887664,111310.75538204655,113469.11239199419,103290.4988707283,117651.40739336445,111350.09490633485,109299.70162318334,111923.61236496468,116744.76673919124,107132.47061219747,106440.18076943721,115249.75427916212,107848.20817957175,111929.17891866517,106159.39387024587,102304.38675829941,109292.6768124457,109345.80202318072,107356.40249013327,114886.08396825397,111937.6171875,99157.6640625,111617.85588708548,90718.07210141615,103940.06514590471
546,229000.0,239524.34375,253169.203125,246470.078125,245721.171875,247969.5625,253819.515625,250088.0,240574.140625,235119.78125,248564.390625,242617.28125,247353.3125,238368.45852115072,224347.51230527528,245591.8155210613,240922.4279876583,239286.05359763233,237582.40902804717,240402.4400244277,242270.33237682583,244341.10279661094,241370.11635221753,237444.85272309883,240222.4154644655,239235.14381249092,240073.80323943662,240807.33500189535,242958.7829351836,238846.71609869078,242987.8769113693,240010.6087186399,242368.68085420306,236618.80522514757,246659.61983750487,246172.61224455244,239471.00306858253,245363.4730346138,262038.72714285715,237549.53125,228258.5625,227989.39829852193,236022.23360299802,241154.9900835094
946,124900.0,134983.0625,135068.171875,135467.703125,134894.78125,131097.6875,137379.5625,138365.828125,132809.3125,135970.671875,137480.125,140395.875,136650.8125,134970.93376730633,133045.28094937516,136865.2775821062,133928.87630721997,135852.0849459334,132342.29821441576,127787.28846669792,135002.56088351522,133028.00687056573,136679.9535792863,140785.228604645,132854.86257018233,134288.65977293093,133555.3615093002,132967.48238638215,133279.29886242034,129449.24883046917,132304.32890106403,128879.95093603233,139140.31366115558,135130.66430988567,128559.28639734283,127506.42980476646,129209.36602304762,128479.87494361275,140139.8275249005,135606.359375,137468.15625,144797.2855357229,133683.08698655033,133360.88541551464
853,164000.0,168712.828125,166901.265625,163741.609375,166195.875,168422.171875,164860.390625,177491.9375,171220.5,166375.90625,173364.1875,159724.9375,160787.265625,169482.57033794877,165061.83570656914,165433.04399356202,168058.5148068667,169458.6776806796,171930.39289805095,165328.2976735275,167300.39119288736,169098.09910673928,167823.47740986221,168202.46600436207,175315.42894128998,171584.2845518107,167886.47867314672,167899.92036426053,166467.5321374532,164133.80395878077,170824.80262237912,160019.81198164087,172681.7495580247,163112.26702979323,164638.98833845006,164920.5007307006,167840.11362159663,169930.12782875847,169114.74577420737,178005.734375,170754.984375,169053.97186156988,155469.86071879085,164317.30159575798
1414,257000.0,238464.734375,251048.609375,256955.765625,250647.671875,246369.5,257349.375,244762.953125,252439.625,252126.328125,254358.859375,247753.03125,237294.90625,247962.5116741039,228194.58398478985,240559.78295583275,241395.88448359224,241298.94276055507,244316.28966271417,245693.72527644454,244680.86605763595,247703.53605263462,244468.94157837608,242872.04681549457,228979.24128656715,241000.13366959326,234106.12986975067,248392.9943335422,242289.0621385749,247896.59968311188,238288.30389498433,256125.8833990268,245791.04166400284,258723.52743205105,263208.94811527024,245888.7857124973,244805.03063093836,249745.64177845602,270548.5251966277,246271.625,231602.078125,273226.87374797394,254685.05208549593,245413.8354805726
1376,239000.0,248442.984375,254424.1875,253794.09375,245832.03125,247605.65625,254474.40625,244755.015625,263143.5625,258684.09375,254990.859375,256316.140625,268744.15625,258232.4963623911,254160.66290044162,257441.6447174714,257858.2715191279,256443.17834678423,258737.942639254,257477.8788746934,260853.363492521,255719.75354321764,254884.3423840267,256559.28186814542,256219.20658461435,256987.42054808687,248504.2830125579,249371.13695821707,259006.69740812373,260685.34086693844,257958.416393357,254284.42933014294,249949.78325207406,254996.37950364014,259606.954352642,254874.45896385337,256710.456299595,249632.35352911896,252376.5686996337,252556.890625,253347.203125,250642.69258053973,250875.7346344674,257112.81951715736
184,200000.0,196340.65625,203556.421875,212932.03125,198551.46875,194228.921875,202368.921875,199003.03125,198429.5625,220305.625,227677.421875,218682.59375,208531.984375,198896.77850752947,196842.6862278959,205185.77864424587,204898.72962043554,203455.31360398655,204463.576182307,197185.70975647098,203662.03181951516,196904.37705576463,204435.43676615853,214098.02774393265,190166.2876703289,201044.4142138979,197259.42213631826,196033.43791486145,202972.1592326826,204903.05710253626,205383.9679666428,195565.89915042205,180851.1933029947,195028.58453441545,213402.72270254514,211366.24595544592,213598.01229352443,202217.1702070297,188162.51181632653,192343.875,181603.1875,194107.7581375056,204868.3516629484,203690.2782955812
138,171000.0,211640.59375,207318.1875,200095.375,202070.765625,219061.3125,207428.34375,216010.265625,202706.46875,206291.578125,196559.046875,207032.265625,182005.375,195609.57603421042,199164.83960463223,193534.787160272,199657.2529788146,193653.27138477282,199928.5622938249,187228.49009132362,194060.60122609985,199040.22322868466,187965.71398486535,192018.41043009193,190472.88484997864,202130.06163530008,217764.00690497516,219191.69497482385,201471.27217084388,197189.71272114108,197265.94216998547,201479.66932088032,220875.26410135475,199162.60298106336,191640.3545359308,210090.36293754118,193233.94585177084,204379.19067680676,199579.1643650794,176349.90625,165148.828125,202651.40557941725,161368.95540023252,192921.29677809947
927,285000.0,304577.21875,296558.25,289697.84375,301862.1875,306928.59375,294029.34375,297040.0,283591.8125,293990.0625,293420.90625,294077.96875,283087.5625,299059.5927712144,295733.14742877334,292801.8456516686,299579.9096523104,306840.6054242024,299173.9974039919,298170.4235008126,291342.1127144303,297978.6142338933,295826.12900923373,296151.46079029044,296065.33013534243,291151.1701612955,296826.1775191529,292044.56241548667,289611.7591522715,291663.2313947417,301711.43240937527,298284.4619489756,296922.3462163408,281874.0586286925,303303.2602654724,299795.4258459031,293928.4435197745,296794.1113508408,297105.09714285715,293502.5625,285387.96875,297966.49615612254,274173.6494170163,286771.2952388851
81,193500.0,212986.265625,213584.078125,215465.453125,222631.390625,215052.828125,217390.5625,217034.046875,217497.109375,219589.890625,223816.703125,222768.4375,218266.484375,222405.37133143315,216062.89933289445,216553.42476205755,219427.9803130819,223716.81347712255,223176.59519625682,218473.27941877407,219840.78629924584,213357.4348319641,218787.73231349798,224578.54649233763,224147.68253256532,216183.51808156812,208207.2620259686,211734.85616065186,212816.36888265252,216701.45295883442,219608.87067589918,219559.27274669707,207039.56484217377,217494.86202652677,224918.77860625894,214259.78674792295,218591.46172765832,216721.85645577678,201780.28483148388,204505.53125,202866.6875,202699.31771501777,204070.36570288427,211124.2566813337
1365,144152.0,145550.96875,150598.109375,142193.234375,143051.359375,143123.265625,145389.90625,145365.921875,148173.796875,148039.609375,145044.828125,147025.921875,147665.953125,140401.77051996507,140445.2715278666,143010.8147581683,142667.5206324807,143561.64001225677,142485.0162097097,142626.95055674473,140962.43223142234,141834.9616213882,147305.61978111425,139394.68415130043,140453.18229615455,144923.70807048486,145422.39866429637,145815.9622759285,140511.88535887696,143712.25021781574,141989.51929358277,140185.99689975785,145588.05157996377,144471.04874513572,142132.86219163702,144043.53259290548,143438.42028072468,138927.56524071508,151780.80615384615,130103.265625,138831.359375,153290.79918960403,143175.61278489174,141382.84421990646
106,250000.0,261023.15625,261278.9375,261988.796875,254853.046875,256283.484375,267336.03125,253809.828125,265312.4375,265487.625,259207.328125,245525.4375,263599.59375,266648.3441086372,258724.6361905916,265460.35560548573,263481.85785775894,262069.92726705747,261796.47120720864,260070.0579692705,270229.2803174828,266844.94130905886,268501.93048874364,266141.2609958409,264540.5737438448,268625.9600579676,255512.7330057235,264715.9014668527,269775.36663566326,269897.0281429727,266023.6320002781,271725.781623552,258986.32979574945,269164.83914149454,268485.84716132464,273850.1368964627,266975.1089150798,265283.66608490347,267983.8680952381,287791.625,276004.84375,265918.06611820695,258807.2516858672,267348.33987888595
542,248000.0,255319.875,254368.375,253927.25,251268.734375,242375.53125,245489.984375,241749.46875,254884.1875,251513.125,255817.421875,256862.515625,256897.484375,246452.243550934,248736.75452934921,250910.12320799267,247126.07946798348,248173.8962878989,256873.29835296975,251590.1528079649,251410.56442192954,255168.35447093542,249578.95111429796,246204.38945440666,248735.94250737675,246635.99610326948,255774.46762129726,253923.0670424684,250313.93244788717,252381.97403726095,244459.34731335705,248773.5473205305,256757.7893235792,255218.7448409284,244843.4931662505,251309.69670812564,252923.46614632758,242790.70665512647,265641.10142857145,267775.75,255221.53125,256283.33250143967,237296.65705371613,247857.0066580362
707,302000.0,305427.75,306938.53125,305923.3125,307227.59375,310245.53125,303853.65625,296162.0,296023.40625,307548.25,304166.21875,304876.6875,295284.625,318998.1894596382,302160.9123405245,321013.69253625366,309356.5809165784,296893.9125600997,306043.0099032259,322927.44903882005,311073.9183674518,311703.88357939705,309559.585576419,320539.68891607487,297332.81540697045,300037.193686972,294235.80332092545,286953.19853684795,320771.1448227574,305425.0713175959,309707.86653125955,303683.2001280848,281241.44940290006,310529.74449507194,325900.0473856221,294774.3262993887,321009.2480578209,305460.4354214624,244503.31204700063,294442.875,298088.28125,281725.5202931538,311742.7887128832,318331.35829111096
481,326000.0,345692.0,353196.65625,354476.9375,344889.5,349373.53125,351163.34375,359774.59375,329831.40625,350445.9375,360313.21875,352228.25,352285.5,346571.6526952279,347980.5761640505,342515.90130197414,342449.0374779252,339144.9095782005,348831.45116544265,352788.6993902883,358947.08588460943,349523.5834591326,342350.64494350756,330794.3256242315,358111.46944107563,346110.162185389,355138.3307768615,357272.7333874253,343100.7783624023,345607.0858090725,332859.4302360166,346232.2080754712,353644.7146288577,338515.69956770947,348017.35069956235,351857.4825764353,351030.3598196744,352871.401513014,346483.28857142857,339943.53125,350593.125,361533.6770789551,346945.0431209147,344520.44800357637
166,127500.0,121524.4609375,123566.3515625,124352.1484375,122176.140625,124495.84375,126442.7578125,121091.203125,121928.4921875,125590.875,125711.75,122873.3125,126461.6171875,127050.84940288891,127427.41820689208,122031.65449759612,123447.53665720887,128238.94261945314,125871.92097094885,122122.17316224915,123353.12073195886,122463.2572353639,121119.67248560228,122567.12015643225,121673.02498010486,128165.97303983735,122554.86951848725,123877.32179001215,121532.98992045541,117738.56218598079,122068.6350066424,123585.39985777542,127547.44209949914,129379.43742499208,128886.04843845124,124166.27586048371,129450.9881082687,125879.0422494943,124894.22588611569,96945.484375,109963.4140625,125074.52634263129,126938.93066754444,123041.83658278346
249,180000.0,193822.015625,196311.828125,197040.703125,194406.453125,192355.3125,193589.984375,194756.984375,192020.921875,194042.3125,192169.953125,195056.140625,195730.78125,192669.81393805105,189194.55871752027,192256.1502430482,191614.20828264923,191457.83101618115,193353.70785250617,193344.82954823782,191521.60307072895,191677.8690887231,193745.59192752297,192788.26468621858,193654.4923841219,192125.0181750721,193854.45601045617,195166.86264262462,190105.97098620137,192143.12041965782,192181.8001380176,191730.48546101665,192433.94568009872,191050.70313295137,192979.06135105944,191785.12873507623,189203.47460078797,191100.90741254584,196738.76354117048,190400.46875,190341.609375,190407.60949558977,197912.04423932073,191668.34016026816
