Id,SalePrice,repeated_lgb_16,repeated_lgb_23,repeated_lgb_24,repeated_xgb_1,repeated_mlp,catboost,blend
666,230500.0,246695.681133244,249867.1560220211,247607.62522545975,251319.87109375,231983.87944845879,250070.12532478257,245215.86453319917
901,110000.0,114153.57428726819,112559.6729210809,112733.32825190897,108056.16015625,112794.59863743352,115814.16637025466,114259.51071162439
291,233230.0,249842.1204604588,245712.74957914563,247587.71004176754,243451.5234375,249004.81571223823,264623.82822725346,252382.22626169882
1383,157000.0,150649.50597005303,153217.2367480563,149711.7665144013,160304.9921875,151193.626378168,155367.2691373534,151575.2988535108
571,142600.0,129925.66306180417,129804.0206990221,132045.3557613883,132884.76171875,133762.45646869525,134443.85965257924,131282.60845516692
349,154000.0,185933.20295471957,184109.5738995026,184851.39495671948,184874.25390625,194530.9429755995,185099.4678423885,187002.7818983365
545,179665.0,194598.022487544,201446.29917901743,195301.41025588018,203209.4453125,206246.6438988846,213455.25600976183,199642.2854865378
1377,91000.0,85490.79133262213,85477.03326996257,85396.4502808988,83346.154296875,83742.90818001248,99346.7173904393,87735.21014730619
661,197900.0,198719.35129475934,200385.20597226222,200683.02276600743,196510.05859375,210335.6756917506,197246.68297714327,200102.17312245377
1112,205000.0,184540.79932064994,188717.7985978569,190995.91112478133,187364.18359375,179661.81259292734,193757.8256748876,185506.65984551288
459,161000.0,156114.13147099796,155287.4403107693,153310.73663426988,170356.53125,142370.4934245055,176157.25094252368,157769.93766306402
1006,149900.0,135286.2593816736,132780.62019488204,134862.7390267697,135080.5390625,148320.58870531706,134442.93725397452,136983.42257832937
334,207000.0,194632.961486958,195550.2373660798,191629.4847484625,194839.33203125,201727.0450186719,197916.0220446607,196229.76648189028
722,143000.0,139343.20759855554,139168.73689325017,139869.2467696747,140048.703125,143796.67976957298,143803.3697916792,140777.18689959712
1290,281000.0,270965.26909137337,272572.7792745213,269751.0823169765,267620.8046875,305947.0226594792,272671.1637980079,276234.11097372125
679,372500.0,371781.2212668948,370899.2154403577,372189.96945117845,349027.3828125,344488.3941819663,375817.9707807435,368635.9798722724
1355,235000.0,230130.68334377365,232653.1890119075,230663.6992388317,234551.44140625,240778.43999672343,234698.08728264223,232462.5821365153
329,214500.0,175134.78576799465,174317.8393670377,172909.51527426732,173352.5703125,168550.46286013763,166341.88007416727,172619.19933421363
319,260000.0,305623.8693343798,305728.7760539878,310179.38271994516,306127.3515625,324891.3726097901,305814.6642297895,308391.1908581864
1439,149700.0,152003.80616139233,153892.8092152527,154332.59379686476,151009.88671875,149026.75461341307,141977.6377808911,149778.05944392885
909,131000.0,129580.72523743662,130469.77034204327,128299.22844939232,134106.9453125,128270.49914582081,129420.04762085246,129365.97397013566
13,144000.0,138835.5829788973,139190.40920539433,139430.98373460965,135689.86328125,133437.05495800055,128448.37965610312,136201.42004403137
172,215000.0,189693.4504898876,189819.63638127485,189952.6833261322,185436.58203125,194118.69152517826,175425.29918109308,187754.6525362713
261,176000.0,160897.77189520304,165651.51038929078,166721.06835495855,155396.05859375,175379.74194700882,167850.89647020283,164202.66902454384
779,144000.0,143995.18882338452,143036.75611837694,140275.93785339978,140250.32421875,134901.9772677441,134876.8595230957,141065.19280028046
819,155000.0,151028.82092681038,148788.0581522956,150304.2792969102,146045.6015625,155974.44765443075,144007.3096475694,150467.33327899204
760,290000.0,321324.62695279496,318757.3798827813,317812.10009070666,319428.3359375,289189.2306700988,326338.3337141889,317668.22164131334
139,230000.0,233190.78660312382,237047.1646283956,240933.1707578365,239328.453125,248306.74374160363,249802.45953927824,238322.95210012177
1210,290000.0,299771.4344166368,299891.5731170969,299830.6645260739,293387.4296875,319165.7509254132,296731.5264606084,301975.61810472194
886,328900.0,271774.9232213106,267201.532298008,267926.0422325806,272568.05859375,265430.6400469476,271582.29681296344,270840.36849527596
742,142000.0,133171.73437708267,132408.23991674324,135693.739128848,132722.166015625,138143.27307008137,142492.4924800822,135553.50311627056
140,231500.0,207185.62322152004,204122.20127066737,203758.35751348958,204178.12890625,199243.02846171285,200873.5158263232,204923.60839808246
1277,162000.0,164029.41541173423,164416.35519564123,167508.80919627653,162976.2109375,165414.91341072103,160056.89874204292,163511.38146962845
1082,133000.0,125863.6180239043,124589.17135135557,124765.91805878251,128809.837890625,132417.36855826463,127898.36811927792,127159.2383924567
225,386250.0,382273.6569093048,368163.0313848424,352349.27796591824,380622.65625,423138.60715808475,392896.55141836544,389980.95540564455
1064,110500.0,123612.25865184503,119559.22874145416,118463.40883315279,124488.2421875,117252.53089309992,134798.96700667962,124722.38160721993
410,339750.0,316431.47944377654,328180.16661309433,326072.211868483,325019.34375,317127.4633817219,305755.9562687675,314609.93174073135
326,87000.0,84831.59332018932,83841.26198691723,82957.23949779318,87380.5546875,99371.34261503037,88788.21994993858,87605.68830156134
300,158500.0,146507.0866209815,153906.43481873616,157675.26796401027,150119.08984375,145613.9055558573,157638.00314393328,148382.57716755025
1243,170000.0,163408.32657444142,162032.97289880656,155097.04360458173,172128.79296875,174556.50488899808,183485.29465924075,168601.00503007724
706,55000.0,70724.67595873207,72073.46881123487,69637.0300209402,67933.333984375,81528.37107899183,75014.07665517565,73028.68777684253
1236,138887.0,136969.94570614083,144450.71221781187,144035.27801672713,144379.98046875,138545.8170230821,144337.24079961184,138518.67448267282
1356,170000.0,195476.47432489798,197343.98410621044,197385.41746019258,202790.171875,194145.7997443653,195754.3258829271,195337.70338140917
904,240000.0,252186.21297005622,247793.036620427,244838.76803528258,242238.4140625,247425.47106303397,259936.76699135665,252905.06287620706
830,147400.0,153794.8028090757,153481.65889880652,152671.49253982693,155518.3984375,152807.07355864262,156614.1557000464,154161.8319166728
504,289000.0,280903.0216205913,284501.08101304807,290245.1646463574,286553.5234375,262004.51789251095,243819.62908277608,271551.9505937029
1337,135000.0,143540.97171778735,144717.45953053178,143471.03427481127,139846.515625,133098.92356189614,143235.10704447594,142004.80001779148
4,140000.0,170243.85456373738,172191.49483360935,169042.50517101501,164450.796875,168521.84084853542,175851.07863750245,171008.19989396606
1314,333168.0,326298.74313295464,327528.3098633863,325692.81711990957,335995.4375,308244.34944760986,357649.85267276486,329377.12472270895
468,146500.0,153390.3894499741,156273.4609219381,154307.57577048248,151843.546875,161439.81315203145,158691.24190610347,155485.65701955787
322,354000.0,333768.5186879733,332036.0179648065,332435.54225561966,341358.6796875,331074.913341545,333355.7395447395,333312.19477029203
6,143000.0,159098.31127781508,161819.5252347394,165104.97124600084,162567.57421875,165419.796716715,158055.25222640703,159807.36218437256
1240,265900.0,228294.19020149403,233261.84079372097,227235.40313538874,225335.4765625,225726.8434739995,232222.89759119405,228636.70438481536
1094,146000.0,154794.99120182166,155577.88583870788,154904.5233552966,151223.75390625,159550.70627826845,154000.34987450927,155326.62952747993
716,165000.0,149876.2633513925,148976.73601864532,151823.94973446673,149068.51953125,152309.40787451158,148094.80580750183,149900.95179722953
40,82000.0,80808.80038703563,82802.2285828196,84707.07793596238,81365.103515625,79244.94537934178,73469.22446475884,79266.7620775217
543,213250.0,214513.23205487768,215732.6150106201,212854.3136933862,216540.08984375,212574.3013008267,229642.56988106517,216959.6078175208
243,79000.0,90787.66644120774,89755.9386020125,89228.51666388108,87813.259765625,97311.90107358659,85689.67127411721,90796.09093579874
137,143000.0,145984.26833135216,143836.89044600807,143310.3847574925,145899.52734375,144022.99367575275,143893.138700729,145329.9271243719
715,130500.0,179587.9856172295,182399.21200504818,180503.25219287365,178339.89453125,181326.18499695024,172101.87464916264,178487.9696181069
738,239900.0,226837.19453000845,230188.94716683708,228013.4783192478,230536.19921875,234380.15151522914,239128.6867779425,230118.0700787403
1302,177500.0,156870.2619533908,160887.85367514964,164096.9964822084,158276.0,171317.58805089738,157932.02639631677,159110.53112392346
1044,262280.0,242750.38269837387,245895.79809555656,249724.93961891794,248753.85546875,259868.08942599004,253071.7162887236,247035.00605065486
1331,227000.0,245491.06982049203,241153.08531540807,241828.12707294215,244346.9765625,255486.29133612936,246469.59974587435,247084.8576111773
1104,159500.0,144676.80359975793,147871.16590382508,149927.58841676242,152993.25390625,148757.4291982912,147392.45514189987,145744.10094311277
753,217000.0,206667.88667675786,204711.58183647535,204242.49851911442,208008.078125,210674.09959785524,205746.8747000591,207070.480710058
1354,410000.0,412926.1840111641,406758.9145778045,400600.4561386893,382825.2890625,406149.89309291134,406535.2017135325,410815.41604812496
377,148000.0,133609.271120983,135744.29621350314,135327.2658042357,135019.421875,138514.10311675898,136488.09662699472,134822.82922236738
315,178000.0,152674.09059649555,152503.92512468243,152357.8858876276,163994.50390625,155038.22804483265,168067.8766718879,155778.40363813724
443,162900.0,151707.46464331175,148899.26449298914,150952.03064687448,148459.6015625,154278.29341896845,147841.19526497752,151376.67546702342
320,187500.0,191193.37041449588,196140.58195203653,192241.3461750346,197755.8359375,190386.29853483278,197404.9587703214,192196.20640435783
768,160000.0,177065.85467316507,175372.2156519025,175702.245713609,178127.34375,174592.81562536623,173076.15049373498,175997.41430105048
757,212000.0,226046.31988626765,228881.22634593621,226751.93864898436,230600.828125,218520.3803729424,217063.09917815984,223362.93660282655
425,139000.0,140955.67184359505,141824.20807674335,141029.35224878733,143600.78515625,141491.62100851865,139822.60490997683,140827.8821712669
554,108000.0,109454.77892648427,113152.48580348672,110968.62912718269,115396.685546875,103050.93345237967,116225.59174091784,109764.33068118984
1036,84000.0,77106.87209006933,78212.6679408177,80163.71708531008,75852.125,88644.58508899923,89425.31593504157,80959.2323944598
954,172000.0,156619.34059249435,154389.9453608949,153868.1247573668,160231.625,166491.78315439832,163563.86982515754,159268.85245520706
1186,104900.0,128036.263985695,124426.08376185034,127251.60138825735,126119.38671875,128913.12446593092,121450.66204533572,126976.05112988106
597,114504.0,115435.18049583737,113145.449071931,110710.52902402899,111320.830078125,119742.26436587228,109710.99993847508,115016.47720308349
228,106000.0,97170.63058612755,96721.95253458167,96723.06897760516,96377.263671875,97265.44704010787,96505.2871243171,97064.40056753295
1107,179900.0,192375.7828222678,196657.84002718545,192453.68740041807,190044.07421875,198933.6315711481,191728.57366795867,193189.56458901177
772,102000.0,112659.50557059045,115218.78993541989,114812.30247551427,116869.818359375,107534.78362594586,114321.89718637364,112231.61279607148
934,190000.0,194524.61809302948,198445.35447423244,197969.41253249743,203161.69140625,195797.9570803747,198335.6170204109,195390.74204289666
1418,340000.0,325269.4834606708,325197.2208332409,324153.4689455962,319566.453125,314622.5441664661,336743.58681997005,325823.181646884
67,180000.0,247678.44113878423,250103.24779450652,252445.40578988518,247875.71484375,247518.79694629088,258941.0208782938,249681.6633850458
1000,206000.0,185755.03023634042,183749.34257563617,184402.14866133255,184065.0390625,199255.9327151817,186740.06756672755,187847.25243508877
580,131500.0,133662.42240988562,130501.46512259872,134518.27276811135,132559.91015625,128998.98507678795,123480.15084106714,131169.39082216882
943,150000.0,142323.65070344444,135110.4661510178,132171.11092507804,132220.9296875,132831.02121161358,144102.73801970927,141297.18212492537
212,186000.0,179384.33286285898,177768.270067713,177794.23116295555,166101.59765625,170901.1776519912,174990.97820240646,177390.77958712686
1149,116900.0,120194.79103841487,118443.71805519264,122432.55630160487,118507.58984375,116557.0436928763,123375.44917776536,120250.91801871697
746,299800.0,326894.06246956356,325902.75027606846,322039.2011423827,323828.1328125,342603.6556620612,322593.4532659513,328348.8161745139
537,188000.0,205822.19107009002,203987.58024350167,205553.50555715626,204469.13671875,199466.06632101524,197610.38748713813,203443.49972350444
1287,143000.0,166164.22181967375,164119.33673044742,167552.37489394305,160705.7265625,157839.32026856273,159920.70054828274,163860.315620456
1296,138500.0,134159.8925881851,133119.2924567603,134490.48563498684,130981.244140625,141206.93075991952,140046.1643879329,136218.2794690471
86,260000.0,257689.0083893363,260160.56910194719,254827.16689879377,263395.50390625,257399.72722826694,277155.105249136,261149.4575284501
1315,119000.0,118215.39301872408,122877.7828667926,120276.83349485967,121332.22265625,123509.78799518313,127278.94494257755,120596.69215897104
975,167500.0,196661.4837799075,191655.74844432418,194287.60566674464,185683.015625,168622.02199324884,180903.2409287289,189849.6932084613
977,85500.0,86846.70370066051,89861.77211746068,89582.95260119444,80990.404296875,85915.59371231793,96425.04686525388,88437.54363657856
632,209500.0,230058.93375306934,230705.89026321776,233811.8543921474,233137.1015625,222217.68733074598,226144.20502484468,228242.5254177265
1316,206900.0,191389.0064876634,193790.24603635535,191757.25305382232,190576.76171875,185822.03933190566,182152.20493485773,188937.8808645178
1384,112000.0,149072.2671202615,151720.59174726714,147754.50318042742,157789.95703125,153358.4758663477,159281.81836316446,151516.69761485618
1402,193000.0,186463.26896549357,187361.93663231924,186279.5921156489,187798.9609375,186986.6231137785,183913.6799453397,186078.89452360492
950,197500.0,171005.85388771375,171835.68047484627,171886.28686664905,173290.3828125,170389.63271430484,178139.3007474815,172201.58128237064
274,139000.0,155142.38765368646,160514.59877516545,159659.69295438397,159298.578125,166477.02778817323,166878.37573658206,158861.17328304736
1035,119750.0,110673.4975140009,117467.15013428128,117055.87177617072,117494.470703125,115934.81956937339,122487.82831817954,113544.90432917271
363,198500.0,184991.3277403569,187439.19581119675,183606.70848379534,191358.296875,190926.92171401012,176753.44950853562,184351.4670199052
623,135000.0,121749.22728492571,121102.68725941113,119854.66160060168,125221.90625,132170.83609607123,124999.17135692696,123812.06878199405
3,223500.0,214258.97124248568,213616.8587473353,212153.77673777041,211632.90625,220604.74941568615,212157.34449867543,214781.05710794247
7,307000.0,293628.27925211895,290155.880827963,289485.5734789733,289559.28125,273278.5922069876,281692.6442842816,288594.84116835735
312,132000.0,129499.10873945088,130228.69285146326,127833.27567491723,131966.890625,132342.77208730107,139630.83129064197,131724.92164071597
669,168000.0,162272.06833680993,160410.23948851993,162919.70972311427,161806.9921875,154404.18543905887,166176.13930858,161858.29561222473
1038,287000.0,249996.2802058864,254929.02791297494,253083.03470987483,253368.59765625,243860.9446697721,259961.4037557221,250918.4984097063
1440,197000.0,182726.41258598457,184587.3200356289,182757.5575750239,182524.19921875,177854.68383201148,175181.75175733917,180678.27855235204
216,134450.0,138848.92010836763,136811.44769014587,138794.80166532865,137511.27734375,138078.15950179048,136420.73540221367,138302.81946388466
1120,133700.0,118795.95941519621,118557.71291366819,117288.76664264068,121933.986328125,124006.88938397252,122011.07353115355,120113.42625940169
28,306000.0,320724.8704436144,309319.99949177227,316842.5600214924,315704.9140625,291024.80114104203,310114.28624749585,314603.47061766335
1056,180000.0,158441.64929552755,162572.7712331285,161011.0092789176,161888.48046875,157390.41756282898,165421.7931849557,159548.09703279973
825,232600.0,230829.15797632263,229512.00738765488,230282.81583025202,225356.74609375,231887.47039119893,233042.3635874446,231377.37688889986
1416,175900.0,220560.93451288965,218636.06114312256,221729.26730087027,224848.23828125,219005.4029377725,216731.3511648861,219651.44001988517
1199,178000.0,179978.31776891422,181566.72425856185,180207.14625184494,180856.73046875,180057.91331066127,181362.66580978275,180238.61890240244
1281,227000.0,209509.96020397524,207047.9811151535,206896.2612292809,212296.41015625,214698.11479768713,213551.49291279123,210972.8492842159
625,165150.0,163883.1855552655,160434.837777305,161498.51147774365,163558.8359375,172716.8813825811,160594.12752988515,164544.5801964311
808,223500.0,197102.95092660576,202807.37075622124,208146.80285210407,193746.2578125,218340.8972756075,217404.3968372613,203767.19231664413
257,207500.0,198641.72553253078,199964.0759742112,200038.32971009397,196999.83984375,202736.16724731686,198774.87367027788,199246.45242406306
26,256300.0,249677.94974504402,248258.87360220042,247265.13581803648,250012.1328125,247157.18501765982,257135.9233599376,250661.9014034468
337,377426.0,386724.7263370543,398874.3261960945,390189.28959413606,366723.96875,385139.4551766603,371824.8197775252,383819.72874696745
573,224500.0,218550.16191405815,225725.03880598306,221268.587747284,223383.28125,216529.12427377107,223948.46764081728,219234.51276540954
48,249700.0,255373.20407237997,256160.48415400577,253278.54508744163,253300.99609375,240326.34944678965,245702.9755197367,251499.4391950903
107,100000.0,102372.86739345972,101594.845012904,101951.40301174781,105441.501953125,85470.88607246593,103307.2832174322,100143.4820377706
350,437154.0,444916.7536647807,414829.5476788491,419529.98981946014,453767.7890625,435339.9802720619,437347.2424012997,442196.7618192353
56,180500.0,170023.74506986042,168741.7723922974,169145.7388422762,164063.62890625,169363.926512969,157452.90389362216,167668.9612551889
1444,121000.0,106342.37573412157,105485.02245157857,105399.0523778976,107454.154296875,99322.84086728585,113723.99838602771,106674.46491489938
214,156000.0,147850.08145564416,147646.56404158776,148406.3965429844,148788.328125,151983.00549690452,147996.43258264355,148462.64177895949
121,180000.0,161023.513772903,167346.17394841975,165107.85442524208,165524.72265625,158888.85319567792,162023.4603159734,160900.58881267117
1207,107000.0,120870.64902572754,118641.08782191982,116619.67111089046,119965.16015625,117444.4474687892,114090.16750614482,119165.01349461827
1389,377500.0,365117.11027121986,367803.8614730746,369814.1242509816,378185.3125,369003.1541917601,353233.86728130723,363530.8174170941
73,185000.0,194704.08425217893,201907.0447182233,195361.58810907663,197910.8671875,192097.37941771152,194298.633254705,194261.40490868696
744,175000.0,154904.85349687407,157983.88567737967,156363.18021081595,154701.78125,161392.17383812496,169158.35272697685,158388.90992549522
1189,195000.0,187235.16218883297,187565.4662933247,186154.70620608065,192300.47265625,184840.6279573186,189988.9154612265,187390.84302424596
46,319900.0,274567.04061428225,278587.98070260655,274342.5705634224,282059.4375,276996.18596661673,291578.06160794734,277971.47634718916
1231,190000.0,183274.1930998758,195548.609243974,189794.6494453199,189733.75390625,249488.220641211,215625.465091056,198485.54766222992
524,184750.0,387462.55276473274,422792.92676874506,412210.18294069864,414499.2734375,474071.3367948647,464891.9235174252,413675.269783951
827,109500.0,101999.01925622449,101401.50673807893,102494.05737796053,99070.28125,98305.00349406553,96538.89217080252,100492.89555741634
868,129000.0,139090.08393708547,139640.74286504393,135645.41833637873,138628.5234375,138396.80533715512,130413.58665675772,137431.0527064224
1200,148000.0,138878.96562572074,141535.9390282145,141608.66434810433,144045.12890625,139617.60925474463,130433.32755898242,137464.57165063414
758,158900.0,158453.83338669274,158179.21071144677,159744.4862935698,154656.828125,151014.9700278328,157259.83649520503,157183.8953108442
534,39300.0,56849.54454602091,55340.68354093582,55336.099325587806,60394.4873046875,57592.43626118296,64081.53227942898,58255.78065917862
604,151000.0,155953.88922635248,152230.1564413075,154581.5321529701,153939.68359375,159914.79103955216,156007.971462682,156525.45207643948
466,178740.0,171044.42529196257,164549.57822200528,168324.29837767265,168306.31640625,173435.29255004632,178230.14533511858,172676.09631841828
1392,124000.0,120778.77814737475,120145.64735092023,119816.9476180933,126874.7265625,129832.18794674294,136528.64412452315,124895.98230965069
1245,230000.0,206504.74396292004,207095.3742510759,208435.77350823762,203443.8828125,209982.82686881348,191104.6906358423,204227.99428345886
1081,145000.0,172251.8585268642,171358.044311232,168151.5486376497,168011.9609375,165395.6976900145,171280.08987115818,171104.54749491857
905,125500.0,121594.39885018076,123464.68455642171,123170.68357434901,119672.7890625,124964.67124251786,119094.33970809552,121622.75521938426
61,158000.0,173109.0857894936,168570.6439910194,171071.66989355558,169466.1953125,166664.6192560368,163234.22558760818,170418.71973259907
93,163500.0,138569.10952373943,138887.99401901787,140443.89341115498,139049.83984375,134962.75072111207,141368.65534617208,138561.13588461938
667,129000.0,203521.8339912109,209543.12218205023,200545.96182228244,188883.640625,195292.91834246385,183567.50586020655,198765.2987957067
728,194500.0,197982.3596678531,198535.33718816465,195719.24323948735,191535.546875,195446.47572425602,192137.67084527816,196571.33796390082
195,127000.0,122435.88358948911,121475.29992534194,119778.27189362253,120822.984375,122994.44086561826,125655.5539690447,123094.25343970768
281,228500.0,210289.37141350078,212053.2458398294,213404.95151535387,206313.60546875,211944.9948039584,214349.55159006853,211254.54226516694
360,280000.0,269635.2788800365,269202.4164531236,275718.1878739506,279435.1484375,275835.54612440406,268762.0148532445,270357.67761013616
520,234000.0,258859.8633445863,262877.1233147316,253780.04520810433,249467.09765625,245893.28276769037,235894.55763593345,252889.71091064965
1456,175000.0,169749.42331138934,171161.00069619552,169851.8737917826,173225.50390625,174612.57594426456,175735.83355979482,171516.04909176505
924,193000.0,181218.57252157677,183200.80657360156,180919.76606692132,188919.421875,186475.62149449243,196151.1963344749,184650.27907499394
183,120000.0,113764.06568834954,117785.14158690342,111423.77723767486,118082.203125,127247.96424271689,127607.26421725824,118166.74966372241
988,395192.0,413445.7531700983,416865.27550948435,413817.27069803927,404006.390625,392030.095729358,400088.8813585633,408005.46604465443
111,136900.0,136660.27221100384,140577.52916728676,137750.59586786336,134433.02734375,137416.2507451782,135722.2334083689,136598.77350649767
43,144000.0,142526.19919110916,142715.11006046232,144714.76043139969,145183.890625,147088.29697994355,150226.67866792224,144558.441594692
1237,175500.0,162559.72831201676,163047.1289226018,162990.7826365866,168480.4296875,164465.5854553618,175037.07883116545,165074.43995239915
205,110000.0,120402.11296443501,118918.93250916425,119901.53866051695,114185.005859375,116808.074770462,107004.35247695365,117482.3814113692
984,255900.0,255683.02220202057,258572.38087452966,258512.16557929866,258981.66796875,252756.2232248697,255566.1520694032,255246.84780453838
53,110000.0,107280.32571629343,105655.89452240164,101647.19369684363,109851.291015625,103668.1555736082,111617.85588708548,107548.17413137543
546,229000.0,243590.1572460125,249476.55400125583,247547.7252330691,243594.3203125,242149.81509707202,227989.39829852196,240579.65066003366
946,124900.0,140509.90392852938,142926.32185578288,140376.36007525376,143185.75390625,138124.3169025418,144797.2855357229,140942.7167044378
853,164000.0,164362.46628465984,158627.61191770382,161327.71806774643,166593.51171875,160633.37414442195,169053.97186156988,164677.4015354113
1414,257000.0,244874.00656202383,251801.12957479677,252346.02086712274,242879.21484375,271079.7964858953,273226.87374797394,253691.16941451564
1376,239000.0,273530.10859760514,267338.523467763,271202.2420768809,259218.20703125,266449.344801062,250642.69258053973,268408.84127637476
184,200000.0,207214.86741489064,205917.57802875552,207123.641655147,207201.96875,197226.35921335605,194107.7581375056,203440.39238729456
138,171000.0,192688.26050250442,200451.5374781756,191901.62288985864,210279.26171875,168167.17335592405,202651.40557941725,191002.19291942628
927,285000.0,291837.44272703683,294184.8670929476,292760.3308937009,295576.265625,290147.1526297949,297966.49615612254,292700.15243946237
81,193500.0,211510.59791246642,214720.62661917502,218692.30688806018,208911.828125,199600.6724216731,202699.31771501777,208236.29538908158
1365,144152.0,144338.11972145474,144375.6557703568,144138.95976438164,146454.68359375,146994.78660575044,153290.79918960403,146325.3266083088
106,250000.0,257752.13820995713,256344.95030796388,257076.95101691585,251576.03125,258935.74734374747,265918.06611820695,259388.88131387674
542,248000.0,255105.94375664473,250524.82080536897,249537.21811123757,260447.98046875,252087.88536079915,256283.33250143967,254889.6306711457
707,302000.0,318894.4268732767,315590.4181113102,310557.52315404534,320989.3828125,302275.5115237405,281725.5202931538,309851.3225103195
481,326000.0,339403.0333813394,352366.96042349515,349967.8205163643,347422.0703125,352134.5121591208,361533.6770789551,345189.7021573022
166,127500.0,125694.83625259611,128539.02595723823,126575.8966090763,126694.90234375,125982.6584491722,125074.52634263127,125624.08361674858
249,180000.0,191923.46632869315,190946.28834887422,190578.49016645955,194776.80078125,188019.36187367135,190407.60949558977,191097.02184430655
308,89500.0,106134.48010610417,106042.71494506123,104736.52116965095,106774.705078125,96967.96389056809,104486.28829700124,104537.78409859922
447,190000.0,208659.04942000163,212235.18571095684,210002.35568744043,200676.8515625,210085.39278012654,207143.96015677895,208588.84123438701
713,189000.0,204544.79936951044,207788.74400045408,206522.90357104325,192626.46484375,208865.46649384056,217718.9090089676,207527.3703163454
335,192000.0,197178.66726698715,197805.29572396324,197615.67752223418,200328.1015625,207058.38568996073,196539.57233611663,198465.09972775698
98,94750.0,133229.92321447236,131253.28480240915,131099.07579693408,127432.359375,128625.03160869025,128339.20022823394,131697.01827625133
725,320000.0,296595.633674356,285542.19536054786,281164.6858213748,297697.5234375,340152.96735029994,312281.7207571346,305595.58020478126
906,128000.0,131545.2238072116,126734.06792586086,127700.61881105555,126655.876953125,129283.9579500499,123119.63147802227,129708.91293212833
900,135000.0,133409.56213323772,133925.2907978836,133327.47106485037,133637.28515625,131415.10422367824,132571.63469079562,132975.93495105926
103,118964.0,116991.43744722492,119555.48336824782,120671.4670900748,122527.41015625,111856.39739225838,120194.28237535743,116839.1715705452
435,81000.0,76255.31839415325,74130.02898695758,72699.99157518212,79475.892578125,77745.39395761145,81835.20936358249,77470.3664794414
1008,88000.0,88460.87834902147,86160.36808176218,87849.05841442126,92457.37109375,86929.36467515337,90701.46981225444,88646.66901728904
1306,325000.0,316385.23231138254,314342.5323667,317126.70996438374,310652.1796875,347209.30222443107,305494.867238374,318798.562944239
835,139950.0,134596.29043479852,134401.75050620164,135557.57214354593,134353.1796875,138877.15632040173,128355.5220032979,134080.94652362616
1325,147000.0,290468.7818127978,290494.06755874335,289721.9675353622,293189.109375,295054.86225738423,320214.0915634518,296469.76038274064
303,205000.0,224500.65276950784,228430.061169043,230334.91408341838,221626.76171875,225142.11949487377,226712.84628856543,224989.56208691763
1230,127000.0,143723.62065114727,146114.69851228409,145723.91011438257,141001.828125,139899.8981938075,123332.87003678628,139513.43889552087
1192,174000.0,177218.84382698394,170630.95572894457,170916.26833563912,176071.796875,170427.537477661,174434.99753134802,175754.78293995507
389,191000.0,197760.6107537189,201763.92510459866,199133.03036145892,201999.0859375,202003.57934909375,195458.23957965817,197948.31416387632
236,89500.0,86370.5979528506,84184.8066582011,84734.98795713598,86733.2109375,89606.4603454383,89608.39008463851,87411.9902468404
1213,113000.0,78632.77818043131,83796.32182993465,84157.33244724582,85025.15234375,90930.42737208631,93717.0273306628,83090.43355775534
268,179500.0,176785.7488203565,175263.38897350046,176022.35989920198,180800.515625,163727.94498739063,181538.66400537605,175788.4975644395
306,305900.0,337025.988796776,327889.81271575636,331718.5388075409,314762.1015625,307461.70616755646,299304.56703750713,326047.2625392483
118,155000.0,147643.8540567618,146608.06851117843,148112.12270295323,144000.97265625,145676.01472675047,142677.3293148277,146471.36731330398
1180,93000.0,96122.27733290374,98153.85230055582,99138.25298769442,97063.51171875,86586.03838236848,99278.3890788478,95337.31651330904
674,257500.0,254217.33739671152,248832.26350092934,252339.74528499035,254201.94140625,259217.59107064412,250539.52585948972,254265.04941696842
250,277000.0,263825.70967232145,270069.4292141022,272499.69798871817,276220.2109375,302382.01865473366,273950.0146278207,271115.85431575985
1066,328000.0,285325.73900371435,283108.1479921725,279840.46587964386,279994.9453125,266790.0272276,270279.3024443095,279990.046206327
1053,165000.0,160165.49702530532,159964.901028154,159311.2092692306,167758.015625,171062.0378200304,171586.7864218431,163765.5336642328
72,129500.0,123935.23928546577,122269.14019004072,121856.97757457917,120657.095703125,124732.18929435972,120689.9261136984,123464.52906396982
95,204750.0,200727.7602866574,202112.09022499737,204049.81182755297,198299.3203125,200456.9775131443,195040.43649131857,199666.33840467394
1441,191000.0,204359.94705363706,195438.3603799072,192572.81866805884,200459.4921875,224611.91815268665,191191.99426162415,204863.99341374752
34,165500.0,171833.36361904407,172881.11514161687,171474.8069719698,174306.953125,172762.8083548367,170617.47805992785,171746.49231226573
1168,173000.0,186785.31684181723,187279.83267673483,188604.31656230678,188363.9765625,185967.74257816008,189869.8776065437,187224.18612388137
449,119500.0,132438.84423234552,130774.84934101466,131510.8810049631,127609.09765625,134311.5697989416,129988.254412618,132263.6791704918
446,127500.0,151492.20704778464,151051.02183410843,151113.26397847515,148837.58984375,152801.01437626584,153384.81404302508,152018.2894777247
717,159500.0,196229.02910284675,197881.75794556868,198965.07126572428,207744.91015625,195430.83984793356,188495.7622643989,194724.78125612438
845,153900.0,136403.84450451576,140928.6813879204,139282.9741805952,137125.53125,141241.1737506067,145620.47579734644,138747.84637623094
1113,129900.0,119662.51646657535,121819.01090210733,120224.93006813747,125162.353515625,122691.95904179488,115290.4998493758,119305.80768393885
