Id,SalePrice,power_lgb_1,power_lgb_2,power_lgb_3,power_lgb_4,power_lgb_5,power_lgb_6,power_lgb_7,power_lgb_8,power_lgb_9,power_lgb_10,power_lgb_11,power_lgb_12
842,157500.0,143446.82194120312,145391.75741666672,140793.70737333698,144232.15085726787,145069.3138865604,141801.3404161693,138699.7981656415,144044.33371303865,142502.23307513012,143363.6510718944,143020.55581167087,141015.41162149646
1122,212900.0,205884.55055688956,211180.91578942968,205232.29508917354,210542.35595608712,211040.4344903886,209517.1472053766,212320.07281417528,209563.99201075578,213110.7027936732,211249.27007204597,208488.59141141037,205620.71742823787
932,117500.0,127512.92271473572,127354.37398047873,129342.87169136721,125997.16742054005,128070.44887190533,128431.54538818213,129582.07662944804,126020.78692716546,126564.06209355408,124396.67896652462,128580.34213298692,129625.42354669636
237,185500.0,185796.9714011839,187198.82621110143,189332.5948434445,188002.6625973967,186614.83182914014,188542.04272256576,186089.23764669333,187005.3123465835,188351.77332074317,187451.52116078988,188616.3549988684,189165.46903126108
89,85000.0,77734.40701306035,79595.04211761727,76984.63121880531,82669.97296206029,77170.214513237,81146.06440064934,84858.7058613117,78867.5135717158,82098.92247980791,82840.31234575431,79679.75296946077,78153.96577442267
887,145000.0,176283.2717461339,172750.84406231318,174854.05975229075,171170.4432854051,174496.2248451219,176774.54527446892,169624.95293914873,171096.35942133542,171729.56495887061,171377.770725632,171694.8029695427,171750.04813175008
553,255500.0,268875.6775355082,269475.23849932506,274460.0330998185,271741.7810701659,270021.5876931724,273611.1786875343,269345.5490633169,271298.4503278994,269408.9511890468,267006.91784292914,272309.8080609908,270817.1440393882
631,124000.0,116998.06942826166,109469.82008859735,116299.61208046725,113788.52300022237,113872.69152117151,115409.71789771807,112370.71308285285,111499.77427269601,115237.06062054812,113831.0254244498,115182.756304531,118561.71057610566
1353,134900.0,127114.28374079951,127386.54779613993,126688.914235381,125195.00904398445,124906.15079099862,125951.41436380554,130875.62667754664,122633.54772160776,125338.12551636698,126603.22994771523,126056.22616714411,126126.6463406577
666,230500.0,229730.18680074936,234728.94136287807,233454.02568823594,226566.71167441862,228101.6072734914,227976.53096848485,226353.16919454205,235586.18887777848,231761.94113581057,236359.41936725128,230070.77326202032,230207.86981872132
901,110000.0,108209.21737687425,112464.98532721311,110209.66846405035,111365.39519983881,110762.3847532426,110341.33365904875,110374.0953423004,110689.02580932794,113012.055593295,114093.12415757473,109815.2749871665,111422.81561861518
291,233230.0,256866.35602265663,243963.73919785905,252844.38759032378,251153.51884212327,247034.56857646652,249978.38447898446,252530.1396556066,245980.54533023934,249668.31490096054,251213.1640665851,247496.03497933733,249771.32595807256
1383,157000.0,160620.07866762104,153784.46201298805,160382.20477621528,158185.5175234197,161826.22908150306,153737.29913063778,161127.5505747883,158860.56411106282,158394.92384582252,158265.9592335414,159881.00686338847,158037.41931302988
571,142600.0,133317.27069058653,134442.25615326595,131257.2887921786,132743.08504844643,133469.0024400333,132810.53878806147,131765.8868547451,132914.55197109008,133453.8734343772,132154.17670058922,135262.17015097677,132243.74627219143
349,154000.0,184613.75879209637,180222.92733186448,185732.22901038209,180880.5833356487,184017.102181838,183172.6268225007,182980.1423977485,181088.36210873228,183582.34298450916,182238.62742885124,183474.2829644688,184563.58242618345
545,179665.0,206197.58064252438,204544.06601599453,213316.71562208494,204895.8287530825,203257.82104541862,201634.8421574412,207360.9113599927,206424.76595813147,203860.75147355307,203839.4045811936,208271.30381300265,205368.4730937316
1377,91000.0,90828.5051240507,84653.87697028632,87364.63847731381,89276.3207082603,87002.98578379383,88541.77212231884,89068.06898457372,86444.93337116261,88035.27402685214,86521.53892262593,86271.02121501567,87242.53694638365
661,197900.0,206040.55918028776,202662.88042888843,207479.7054127971,197523.51339262343,205381.80079622724,203981.7457026902,201815.8993980627,202547.75760515768,200760.8723575003,195905.1193725627,204202.8925909332,203666.21186785272
1112,205000.0,188278.53911122875,189249.07983171698,188375.16387772103,191140.86745298165,188476.65604708926,188535.42727496888,192820.0431339436,192194.48837909228,190059.94571459226,188479.30117468824,190441.81618264315,187015.86769347667
459,161000.0,184419.42283270802,178607.22146149655,187354.5810751134,176184.0964695356,178665.15096398914,181770.31704695086,180658.63052644848,179320.5470084699,178568.59858676803,179183.80353082853,177963.61041604876,183389.36467749087
1006,149900.0,134617.07125938803,135918.93564706575,134143.92894859493,135125.0330913694,134327.69788907538,135320.62034685124,136102.75536129682,137203.2868920225,136983.77432788865,134153.51002904744,136478.6179811259,134785.15738692417
334,207000.0,193570.85430574388,191955.2381745796,191469.86417875387,193718.84319689797,193904.5600043529,191827.64578150306,192216.72752255935,194073.09384723738,191722.76940019106,192996.59476727518,191365.48267334345,191782.55338579524
722,143000.0,138873.6753210615,141542.3417814329,136614.45040224819,141421.65259142176,139427.34116757425,139745.4075072244,139944.91311865917,140252.20163228572,139774.86218469948,141618.6211378835,138065.5500824121,137987.43954917704
1290,281000.0,279762.12193820724,276890.40911771555,283332.81385712523,279190.9798390686,270466.8776554633,275824.8605141759,283812.7129489586,276056.5937801012,272346.0104046651,279682.63501557056,271728.4490352318,268221.43078545085
679,372500.0,370684.20377970516,371161.26191664673,363273.91909143905,361939.63717010245,369386.8713708943,366886.9402696308,367085.96886507486,371479.5732718331,377814.789123503,380547.79031811183,369234.2430237437,363348.4703209803
1355,235000.0,239520.56423308118,237335.55933151054,237530.01065246717,239580.198282558,252244.55106659845,248129.86787319492,240161.45035893368,243520.8003472822,238746.64507719743,233998.47771281164,247433.79729884336,250141.90512247744
329,214500.0,164148.53270176842,178255.19120665485,172006.8983606674,172467.32454705756,176212.60738396813,168073.9894860403,164135.74032974878,173714.6888238823,175995.73386397527,173059.26342875286,169717.3005616844,170483.4452792014
319,260000.0,301234.2461155674,307235.52539328206,307946.6176897413,316709.594758862,292330.29812807136,295877.03323337575,306298.88644259487,302818.38262076664,306386.8931193097,300062.1892946532,305490.2495119141,297992.9604491806
1439,149700.0,150439.55402824262,146345.88494085096,150356.07642777817,148003.02362669562,149927.47931145955,149013.4546732535,146036.24164964168,152089.03940059245,144405.88056038236,150825.89936225372,149688.27611303303,147335.57472449372
909,131000.0,138944.8611679653,135908.52489432643,138539.29555721174,136157.88975300122,140564.40393321926,138153.52689475004,137496.3458255213,138426.49563043177,137219.84987463296,136156.87878288556,138471.1483525562,138951.1811688039
13,144000.0,137042.27107275554,138171.00447075948,137505.77032363642,137789.1831024808,140113.43530105634,139296.84504254127,137660.146648377,139984.35762198234,138365.5319460289,136851.67249907658,139639.0807631371,137648.8416231349
172,215000.0,188827.14945593206,193189.31657003253,185106.76079255625,192024.49291233506,189991.46174698733,185119.75417342648,189102.31602128223,193710.47655694687,191086.1875689633,190198.5805769948,186150.74973616426,186343.27511829295
261,176000.0,169371.31237398376,165308.6659935855,170342.61900660957,171855.71714389985,164534.68265260928,169794.43261890856,170115.10497738534,164943.1258709343,167254.07731601578,167210.97438851834,165646.02133395858,169510.82563470336
779,144000.0,148674.42178142752,144665.02507479407,148794.3590480958,147564.54309498734,144927.9935450633,143478.4612609144,145387.14726976037,140318.45169554313,143928.75024802206,147622.10061864156,144588.91068848898,145834.5582428542
819,155000.0,142875.04346069501,144578.13423894596,142422.1717360012,143540.80746528078,141037.99747397902,143274.2246057414,143364.62623120937,143461.78965884956,141871.01430139807,142521.20365273886,141200.19712476636,145157.59537454433
760,290000.0,326204.35210106755,327246.5572975929,328494.1299275351,331527.7823356117,325819.5809458002,327843.43766148883,328832.3343487534,324604.67967322806,334815.52805152274,331839.3853282509,330361.83137378766,328527.0742184017
139,230000.0,229768.46196863323,237206.21831303995,228780.37840493818,230616.73575314877,233972.90849622138,235592.41299056783,233604.64171244754,236136.95122103812,232666.98709915794,230847.39034855086,235764.09912859142,233812.00808336545
1210,290000.0,298515.334179893,294241.0580450204,300725.5416555393,299127.1283655789,299018.04182158277,293612.78186280583,299582.29113568,286968.67884634796,296815.07409930666,295967.8640594428,289400.3549429803,301307.88431073114
886,328900.0,283668.6101773991,278776.8996028895,281748.69975821034,280430.8967036384,291337.1201666707,285501.10593113746,274119.81081916136,280873.09693854017,281047.55475891044,276654.2644409981,282254.6625275084,283326.61213952804
742,142000.0,132879.05355340397,132524.89641026038,138083.59905831752,135211.77018751466,131352.1582939831,136032.6601748895,137919.56323821656,136137.45162456197,133734.68228832178,132812.39269619505,136129.50246068445,136745.0609478839
140,231500.0,208961.21969419235,207459.80775772993,210742.733543088,209973.19843718366,209144.20517267165,210712.70010507572,210176.35643185774,211898.66894359354,209743.549866234,209173.02835648443,210930.73366758553,212775.64358705538
1277,162000.0,160708.84744719358,164557.13005513806,161944.04487492106,161621.3097544734,164682.65721078726,166000.75165383052,165081.53084543187,164370.5388936196,163050.30514806072,161199.0221509815,164082.861824049,165692.8667187217
1082,133000.0,130068.23390075183,131243.95680608423,131158.19332153467,130604.35393568537,129655.59556823906,132373.7847257621,131386.2627148506,132111.0111706358,133420.98609059394,129543.21691854134,131105.6492341853,129958.98092696547
225,386250.0,411485.7078767833,407630.0641429138,387912.4014129142,394794.8984796368,392048.3552991721,408857.74356836145,377482.6864145977,406370.17889789894,394122.9416634923,399989.7273581767,398154.9127324528,397442.7266252969
1064,110500.0,130602.52017951544,130831.38832779795,129892.48338213546,130441.18079222942,131817.23460563875,130878.45971783146,129690.11656031234,133809.42641676593,136493.7175194195,132096.81125717628,133405.93933581948,130395.06706077512
410,339750.0,322505.78945656354,321037.53320102935,326509.83166967443,328442.8961083051,328491.36829940154,321869.03550214815,325417.9241027134,324939.6022700852,331656.9878693309,324595.87962831155,321601.93127426284,331208.97377987014
326,87000.0,92315.44268488184,92200.62756213841,92241.70802851334,95950.47418232504,91957.22296066582,91476.47285051769,93635.4900294552,89792.03065097089,94222.09697481964,94746.76003924898,92828.4197878723,90967.90569298861
300,158500.0,151776.2889450311,150633.47499600388,154331.69001822,151364.1360929165,149377.40180455783,150762.89611755998,152492.51247180972,150365.3698688177,151014.83672121927,149343.75152755989,151362.7143452329,151666.766103413
1243,170000.0,173025.02567024255,170684.60434685808,177437.95591577239,172320.6160283374,172021.24533229886,171188.82941904172,171787.150740861,168405.90782146098,171695.0747541,170674.64479933688,169195.29164500075,174436.90134792458
706,55000.0,71992.04145765028,69557.27011933716,72608.85665274182,75194.81887729235,71402.36853176047,73570.42758062747,74163.47347582037,70991.22968506627,73569.4747387066,72353.31036625829,74030.08643347616,74090.21880733519
1236,138887.0,141181.0650581135,136691.03238023494,134072.1485482034,137297.9635098392,135405.00647078152,135510.66839309718,136312.14200696096,138581.14084381494,138123.77593074352,137791.1974795305,135574.97268735495,133564.42966409883
1356,170000.0,194822.79914961933,191200.25153611714,190814.16243645313,188905.83904354964,196155.53261689597,194680.3773645962,185108.27915680068,192473.93762866754,190307.0028873919,187547.64259029468,193908.19469280375,192002.97779907536
904,240000.0,247856.78427429628,246958.89375034047,244685.17265777936,254561.75057761552,251200.20613338845,247178.43513024988,248701.52661771837,246316.50153224898,249594.3082612463,246244.75773045263,243401.3524509814,247618.87323726495
830,147400.0,155296.6998850107,155688.95967223932,155319.21070935385,154901.52479320572,156587.65095542357,154876.2040535859,155861.10081093461,154902.28214993252,156317.4954001591,157767.46244316877,154976.36246825903,155994.48985022644
504,289000.0,266625.23765828763,287560.47986035125,264139.96062859753,270231.21973307425,282984.9844775244,271333.0449817015,272308.7598558122,273983.56329414825,274101.8145246001,276792.8956102647,270936.2297953252,265578.4759464841
1337,135000.0,139313.77107958004,141223.7232540174,137203.05954430744,140663.256107051,137589.37761219052,137595.03542201445,138349.8771008394,137341.9616398273,138946.3335607789,140647.50001358494,135117.74281150143,136674.41456624324
4,140000.0,159528.37554646758,168559.72651318726,158679.13145160596,164227.14708884366,172114.09390565462,166150.37479762247,160930.87391906662,170834.71831011827,166241.48177828002,168471.45640638296,166447.50471078802,160971.520375167
1314,333168.0,343927.8279415872,326133.71032915346,340010.4293511996,343269.5344904745,341028.9810707134,346050.0048994422,341251.00165640836,334766.42187359085,338673.3188432015,331905.63280628825,340195.4892751053,346604.3398268681
468,146500.0,162828.16533588205,147702.22817683124,160846.60774406214,158744.48229688517,161768.84952461906,160341.91326658675,160154.05208934523,155010.46656317633,153394.66726703383,153080.91763825255,160126.4867772176,164022.3239817479
322,354000.0,357314.0880220024,338598.181150158,342244.0319538291,349664.863775453,357085.6521023174,344387.6465573593,346653.7621194871,347241.683572258,338985.9545565944,342161.33210535336,342189.95096026966,339622.1050034153
6,143000.0,157954.32086611798,153714.79693228166,158435.28563085993,154104.65098500185,157750.0634718068,157357.12208376595,153201.44057586102,157487.32976318742,153081.8969276827,153992.71484903377,159217.64221643616,155633.90908487947
1240,265900.0,228846.35975415356,225096.16333861256,226735.17228497457,227024.11709649386,221698.50315100694,225313.6877259037,224478.71118584977,225139.64686401488,231686.69963231392,227749.06089083673,226060.77689087315,226361.55405126512
1094,146000.0,152420.09543797505,148818.77283952408,147914.78207641968,151692.99533060216,150773.5036696353,150339.699960353,147827.6478155248,148770.0590297127,146147.07249100984,149515.0814771158,148535.86093278613,148148.1388010916
716,165000.0,151262.5625550794,152321.42546016758,149768.55059052986,151101.63033040415,148621.29367282457,151978.97702678712,150729.93563384408,153549.2977192411,153427.78995605957,149331.98807123431,154618.05394498658,153184.37116719713
40,82000.0,78745.99508334791,79574.75540691227,78157.62939659608,82840.28592926046,76164.21784375014,78882.68477541939,79759.0625333267,79954.7054828446,81668.77575192269,79632.36938142826,80335.58986188403,79075.69171897194
543,213250.0,210380.47028025993,211605.69700914723,212240.7462495786,213526.61909647283,212172.65656941495,212962.94884284865,213068.56376839642,213054.00636125926,213900.93926855866,217701.00945254162,210411.86230539848,211924.8681106236
243,79000.0,87225.42518403962,89669.06671653413,88305.89931304332,91499.31512714496,87552.83192031516,87774.04833062636,91002.53281342638,86252.58439664102,88505.40771543304,87870.04975267284,86903.82983525694,86768.23845745879
137,143000.0,148298.8347810259,148529.43663386948,143795.8343244582,146922.78819504182,147370.6206251983,146087.92202810125,146286.01233055154,146812.07941666676,147917.51087076185,148610.64738418863,146495.70787754044,147487.37532262204
715,130500.0,179277.43610265324,177537.1262912133,179053.61729855844,179810.21778042606,183742.23140441964,179363.4345674909,178153.02230027373,179022.6345623328,177976.79887254332,175547.60681167085,177590.13575703543,181966.9173271996
738,239900.0,226511.4844585704,228797.06771240485,230243.29961212588,225706.1178171152,225153.07359180928,228877.37961689933,227655.91932972285,228414.7795784426,223748.40426023892,225423.8300167674,227793.55070201942,232938.34878357526
1302,177500.0,166293.16004650158,164528.84218901844,161765.8876224846,162865.85123296082,156555.46220591554,161358.4601684401,160479.26670206556,160260.895721283,162445.2094225959,162774.9851009428,162005.9170201443,163419.47545669848
1044,262280.0,252072.2798943042,250260.5088020585,262472.62091316987,265893.21418473055,258963.22878689898,260029.47124534572,265124.8066617789,260081.5016119316,262801.7615045571,252396.45063306103,257791.11435057817,257777.11851768542
1331,227000.0,244523.15532395334,245927.2382361062,245269.15649522067,245564.52402925797,248316.07538093303,248712.77273939224,248564.4941866607,249291.21958624004,245571.89517110575,247353.10884758356,249997.25905627327,248687.06008680575
1104,159500.0,145757.93373861833,154164.41388057123,144938.46631658456,148568.59108983373,148401.3256117273,142867.97325742105,148757.7341135443,148715.97838498978,149064.9049236612,150635.49807173063,144274.67264852286,144386.59005324836
753,217000.0,206971.4878191752,204050.94554168993,209549.5134783283,202691.151411061,208036.26860751383,205264.55283898747,207643.17185831798,206441.43625121246,201681.40287360203,206294.92486466,206613.6608368393,208448.7655730391
1354,410000.0,380400.88133508834,388770.37239021837,372878.8992323723,366783.8263542114,388811.2088634971,377889.72118259635,376974.19711514417,385790.2287705257,380739.1317562896,392341.09479923395,372307.91227704094,378281.5845138223
377,148000.0,132724.84857166247,132014.296676143,133497.78016220056,132876.58883055812,131118.38089778562,132862.88162517184,134134.4147642207,127910.41844413748,131680.53823995,132860.47330231988,130836.64327040761,132187.8511403046
315,178000.0,167881.15650191923,162918.46448116828,172187.2108254852,166711.12467734705,166521.7212349668,165774.378903176,166448.05390963305,162741.88110198095,163647.11469395857,162456.23193731596,167690.2531768403,164982.98807528894
443,162900.0,143896.06645142607,149151.0402934323,145821.98462795347,148412.98802633633,151425.4278418214,145981.97524152635,149037.78788412665,145372.60931524384,146458.97005524742,143319.01479823672,144994.6628008034,144443.70751492586
320,187500.0,202331.38802482781,201178.2847912715,207737.50969887697,207658.14618316983,208945.58090345399,206271.2269219374,205232.35126920574,203462.77397515645,200086.63349313007,201931.1320475297,206363.80536914367,211131.68428363404
768,160000.0,178269.70610342565,176033.1690448671,175336.40259143355,172346.87380455848,178121.74791455155,174530.8208587951,175332.06544771392,180102.22906740187,174514.59377324942,175888.07701910785,175410.24158940808,173955.7745151949
757,212000.0,228475.0231285031,226599.33484495673,227774.07742653196,225412.02181705175,227702.54577419476,225764.8168914919,223890.20132095405,227724.66676905524,223339.68901141608,225034.51473927562,229286.43464864674,229803.16074889322
425,139000.0,144988.84515650503,143127.36469649302,143826.83812196794,145599.7492319525,143979.55864512903,143615.76424904173,145095.81912154838,145010.23814868118,144954.75121435864,146422.26542297343,145528.31509179322,144888.58433443969
554,108000.0,110983.97713602775,115688.63562005367,108538.31287263842,113912.75954934223,110106.0728932303,110711.20610716305,112194.34964630866,113528.59730245387,114849.60145489506,112472.1125499065,110771.02599762884,108342.00218281568
1036,84000.0,78461.37440573626,81972.51222238281,78281.97489970623,78722.95822218155,76112.60237920728,80083.19954332318,80568.10110675686,76807.65998445929,80673.19124358245,84793.36046755403,78987.28605429124,79615.92874723538
954,172000.0,153169.69442750257,164883.79208438593,155069.77707199843,158293.5831106994,157577.68250642467,157480.35321645866,156025.30558637928,163246.80110933888,159432.1539278664,162197.45594101024,156924.57395895143,155405.51273831987
1186,104900.0,127252.8647323518,127648.62978868143,128649.16737234448,123321.3040554951,125675.04825946478,125117.6844788472,122205.64810644175,126325.22908187374,124851.22101611801,123477.40811351583,125445.83431751207,127131.35194877515
597,114504.0,110746.05103202043,119312.54071146045,109549.31692440633,114476.79702195308,109654.08822491654,113044.12583320055,117232.05009274675,113345.11627690235,113858.28779518954,115545.14559522906,111319.99267376351,109277.76335861742
228,106000.0,94693.04521293583,96013.23773158244,94679.86236398037,95204.53612828403,93621.19830605086,95174.81911443626,93150.86723485898,93432.5371897964,94871.91471516635,95880.88891948943,95225.16297166247,94993.52691105497
1107,179900.0,194963.776102345,191868.58213803743,190744.15106315355,196287.40583221594,191201.09017430828,190037.828223706,193202.085945853,187328.3992819112,194145.56455837085,192903.813446512,190391.0180534435,186474.83712652198
772,102000.0,117479.06025151013,116443.63445177728,116178.21775345,116428.59088169897,117685.56132575034,116686.02967478972,119063.70032583558,116921.49620305846,117887.3732745225,117197.21474090082,117285.99572239067,116713.56765080582
934,190000.0,203203.1935881872,207984.44115336784,206911.22400160134,206332.6349382138,205433.4726148636,203889.9285290049,204998.54566470007,206742.63267340965,206308.4242419603,208851.0431771854,206209.38558693408,203028.74207196623
1418,340000.0,311172.125606747,322733.4018886397,324120.8561687924,326172.9856379894,324741.9583151651,308960.4596443483,331264.8410208545,314245.3889657271,320234.2381639755,321935.2748612585,309857.3326840881,316627.97400316957
67,180000.0,267045.24362655263,255389.11425967488,261663.6207880176,261818.4878175398,258927.7482501836,269141.9760602678,267348.62054257904,262425.6966979813,260928.5852335395,251979.04041346352,263665.0278706056,264475.0430320602
1000,206000.0,185911.59670399694,186131.4104138731,184241.98643444435,186372.28771226574,191838.1747753359,187609.93421649333,185419.07775516238,186208.59033856663,185204.06353345842,187721.7420648741,187883.53661011675,183661.4818373458
580,131500.0,127073.46243660267,128672.78040568212,125465.7703701197,128387.36403458801,126312.36568718465,125733.29142865178,127748.29417610452,128088.12452231561,126426.84906123661,129041.79782007562,128007.56992700387,125834.83335093029
943,150000.0,136456.20033810264,134710.43601102039,135922.40358038116,127460.75847830602,135263.1319043146,133474.38750834702,127632.83173470983,132371.99294534393,133815.09843060686,133030.61201576728,131498.4849300548,133872.91343656174
212,186000.0,176126.38691406042,174452.47047793132,176674.35214623733,174107.07662382358,173263.57860207968,173441.67675740243,171976.41502425546,176487.74419766435,175077.66812863742,174989.34894444913,174236.83986931003,172417.767096652
1149,116900.0,114837.0035555596,114511.7096791839,117853.70197733244,117115.43356897951,124261.49697712195,121598.29247447525,114778.60925882771,118865.80142523121,116473.12613333052,117752.96364223058,119067.43433870822,118688.50931006052
746,299800.0,342200.09659067774,320170.5750366044,347291.90318102756,318979.1220214816,332613.9593856436,325198.6966735554,323434.7302766804,335260.79358446726,315638.2240910618,317698.8258233982,330105.78966493625,336129.1784582662
537,188000.0,205995.76572649516,203464.6647881283,206174.35645063827,202673.19297018487,208042.8225030204,201913.73144783353,199190.1905449042,204280.70100302977,203117.21120849487,202725.24885197484,203568.31556783983,204558.43637373304
1287,143000.0,158362.21471957787,158034.66856164965,159485.8060220954,159286.19778048553,160142.5951266309,159314.89728558058,160939.2230113036,158032.24851100476,157769.1022401038,157022.31058621648,159617.42448863268,161021.50068332462
1296,138500.0,133763.4013056214,132427.3422369635,131962.41733524023,134890.0915705349,131990.74564281607,134175.93177309062,133865.17854333937,134223.26466356992,134683.48951650012,134588.59029925312,136890.57189810218,136498.92500550853
86,260000.0,272186.8972799652,267215.31092177104,281817.9133090331,269295.7144198112,266440.67787462036,265739.3646032581,281242.5383808865,261833.75181782758,283722.2079350534,272777.13215213665,269331.4846173216,270468.36641190585
1315,119000.0,117948.60188075081,120641.91083863213,117568.081767659,121723.4615394192,121766.08269529467,119995.03399231528,121102.62971825943,122473.65417297947,120372.67503796317,124026.29941028162,117523.3536287326,115002.25047259277
975,167500.0,172288.48399210043,186762.8571279594,173819.87792554704,179377.17394661566,180646.61484069712,174192.8440348224,176986.02967870352,185819.7422681711,187783.42577300651,181704.9919496057,175934.7559666294,175696.2081628849
977,85500.0,79146.11933690155,80562.85660306906,81872.73486059073,82969.87438079981,79125.69270816732,77852.86834119726,82674.2164229428,78132.36069146024,81412.66799133908,81250.25791332223,78583.8023622721,81275.43578455785
632,209500.0,232164.948116523,234955.6990417995,228249.9499966089,230429.4361309463,232561.43507583824,230572.17660569763,229975.3380139946,231460.62308880777,232546.77305556115,233709.1343723775,228145.4995917394,227716.44058958872
1316,206900.0,190583.205469704,186787.13477304854,190203.78765322798,181459.1711895976,187664.23776776655,185256.5061026772,189332.600263139,189003.39039317254,190362.62405268502,189337.3196823953,189091.7166364727,185468.21410687247
1384,112000.0,156711.95571632285,161461.5515283343,158422.13873215645,152736.02157150672,162951.8125442223,157217.12970159904,153932.89481883205,159208.79175361912,159317.24598999205,155277.27963580587,158711.08806851786,155316.7626566737
1402,193000.0,187642.95385998223,187656.86279495026,189838.54823472304,189662.71642877426,187322.00704298267,187951.96956098313,188538.40517492278,185646.8352255359,185894.70407516183,187243.72889442462,186326.46298829696,186539.92291778728
950,197500.0,175581.15838455874,171992.67044072432,171485.21035985486,170883.79373253547,170764.35798391295,173201.36827928128,170391.33209810383,173049.18245143438,169667.84133650205,171286.7795162193,174559.15334554846,171580.42593549416
274,139000.0,157114.60834857856,157998.63876131628,153194.78571904098,159631.3798678158,155245.06243873842,155681.9303563838,156339.74608791768,157448.39644901888,156780.12941407674,160850.88277224413,155129.6618685445,155296.8850187691
1035,119750.0,118854.14435908936,115344.67488214943,118698.3689222618,118224.74863393625,116496.94951290808,115824.31883529613,121138.9867076908,113411.65625870551,116008.06153053498,116953.21090405999,117277.7539516507,120376.26582597166
363,198500.0,194578.15961826663,190051.028001474,193311.13627800238,190683.54564269056,186915.16198530412,190191.8393599232,190027.13994855082,186272.34694246828,189537.95519064026,189462.23910248425,192401.0102311562,193333.93405828945
623,135000.0,128586.45653262618,131962.3739793007,131615.26506384215,132106.3405163094,129268.43667495316,131531.34070573602,132575.4878702886,130548.89120405984,133877.843972413,131577.51897474978,132404.716483817,131752.87345411314
3,223500.0,208659.4045339097,209689.64402772317,212447.58502351123,214075.13620610192,212711.6871157001,212025.91092078065,212802.04696678318,208307.0024350911,211980.5973008564,212780.78243437837,211038.9612646945,212365.3456208528
7,307000.0,287660.6788159697,278750.8518297114,279066.69161996123,281597.96713374625,282474.92334199336,287398.3434154335,278693.12649049616,286700.3776289194,279683.8846857712,282505.66374402074,286074.1397364865,284578.19824379176
312,132000.0,137600.258078586,133664.87974592872,136822.3737274512,138423.30586672144,136494.8695951556,139046.9756780255,140205.3430188904,138006.4994251622,135828.88450308444,137151.60061196782,139650.09809980198,138166.80628766443
669,168000.0,161706.50453587167,165521.3425551677,161772.03092254142,166532.55248634517,156155.8001283464,161943.56419021712,165175.16924471743,160608.32201032425,164370.66628134897,163169.60669228266,159302.4373430136,159436.40412996482
1038,287000.0,257768.79042327811,245366.41972757436,257538.13936636777,246345.40345548553,246464.44242954103,252508.1170549782,243334.05419563822,246292.58904405104,248046.37682032902,243016.1329707319,251156.25969926783,250022.11911117227
1440,197000.0,179162.27579459222,185103.65454327306,178889.36003355082,181572.0065838587,176958.12460359104,179829.9738588983,178958.97646980462,182936.41042546532,181481.98914886656,181883.38469442088,181474.11311812888,179112.63755728884
216,134450.0,136599.60192809367,141580.38759786525,136102.7086157246,139967.06052644138,135933.18069393214,141814.80181260486,138279.8079280161,139979.44839978125,141460.47298568307,138752.8623329003,139147.3871894305,137912.4912863022
1120,133700.0,118567.16822350626,126862.08503084784,122692.87231412249,118886.53173445238,117961.70588372814,122788.73570311735,120437.54836371337,123172.96377253969,125141.46500061959,124209.7539586977,120288.88001535233,120467.14917817982
28,306000.0,311551.5565517873,303715.890890406,306316.721320319,302253.060916258,320161.170397101,307894.27957367024,299179.62946731586,305654.07297726156,302084.466051598,301854.93031556986,307905.983221215,310818.18311409035
1056,180000.0,154587.0465132478,157861.2460576041,157150.78327778404,154830.2539859533,152825.12139930818,153629.19209586325,158107.3706270057,152566.16300727465,159009.82101805296,155934.93877568934,153121.6128820888,152497.58933074083
825,232600.0,225549.22688614222,231016.25878625162,217224.8311612605,227220.82482336494,223069.14650264647,226409.29791427188,219290.98221551365,228686.25210667963,227119.33327057684,232281.3779480922,223553.1477410053,223988.4609667177
1416,175900.0,223754.1226488458,220485.49769587797,232183.62018050364,225476.05871428244,224944.7792212622,227900.81166944074,222886.4963389155,225389.48838338398,227730.62680754357,214636.603646194,231795.43768898744,227266.32412963596
1199,178000.0,187565.4871515614,181698.59419336257,184165.3500686608,183316.56670938365,185821.6197878926,183842.17359718616,182696.6011001924,184355.09280641895,183451.52752564798,182330.8330858333,184877.27642641473,186506.60032679318
1281,227000.0,209908.88489907555,210524.84239178553,212560.4118028548,213689.03370431546,207637.2781452089,210081.93635693478,208680.9258324993,210428.5627435042,210855.37906173148,210872.2909526519,212109.9061242504,213298.2858549626
625,165150.0,158055.4327381326,166009.2805724717,157063.04982369152,161936.94260529472,160765.75168531173,161975.7303272149,159036.6819038743,163472.77510746053,164279.48519766645,164402.2486490342,163984.70056129707,161321.82550789946
808,223500.0,207432.56728453917,200024.93388057148,205961.80614785597,190382.50708107627,197047.50107772244,204946.62559819082,188884.79325470305,200855.3179514499,193508.33733972648,193966.01872625836,200414.42521512375,206310.44413245452
257,207500.0,195922.08350385455,196892.31562237875,193514.13679470686,196446.83774045753,195756.48137729603,194377.91243625508,195738.98516951254,194796.26593538685,195950.3211889755,199808.0722397478,195532.02613522945,195797.9658418801
26,256300.0,258818.5920642659,253531.0389251293,262239.0887336398,258977.80654993412,251456.07826953012,259374.67943417988,258221.07936561774,252882.6120640866,254281.63872755272,252553.67266264974,257808.9554864441,261643.57059985126
